434357 Sector 4  159370 0.835259 0.69305
434357 Sector 5  198283 1.65291 0.534177
434357 Sector 6  144131 0.260211 1.23853
434357 Sector 7  348176 -0.230383 1.38815
434358 Sector 0  135835 1.8013 0.5316
434358 Sector 1  127605 1.71136 0.555073
434358 Sector 2  124793 6.11395 0.599239
434358 Sector 3  101049 6.07226 0.739636
434358 Sector 4  107033 0.758315 0.689758
434358 Sector 5  135834 1.59824 0.530144
434358 Sector 6  115897 0.174007 1.18328
434358 Sector 7  242175 -0.374463 1.47006
434360 Sector 0  108634 1.75075 0.552911
434360 Sector 1  103275 1.67621 0.567934
434360 Sector 2  100775 6.09221 0.61329
434360 Sector 3  85038.3 6.05568 0.758951
434360 Sector 4  88795.3 0.755161 0.686279
434360 Sector 5  108540 1.553 0.549848
434360 Sector 6  97888.5 0.273942 1.1752
434360 Sector 7  223721 -0.218115 1.38182
434362 Sector 0  129803 1.94991 0.568113
434362 Sector 1  124050 1.87694 0.575474
434362 Sector 2  122853 6.23418 0.601816
434362 Sector 3  98153.6 6.20462 0.716795
434362 Sector 4  107751 0.888004 0.697409
434362 Sector 5  132919 1.68976 0.539643
434362 Sector 6  102413 0.410236 1.19298
434362 Sector 7  240247 -0.11515 1.43149
434363 Sector 0  180915 1.92458 0.546668
434363 Sector 1  168761 1.84918 0.576603
434363 Sector 2  166432 6.19621 0.607817
434363 Sector 3  132435 6.16676 0.729681
434363 Sector 4  143506 0.830905 0.715727
434363 Sector 5  180593 1.62962 0.542196
434363 Sector 6  155179 0.221501 1.1863
434363 Sector 7  336790 -0.322894 1.49927
434364 Sector 0  185018 1.97805 0.554763
434364 Sector 1  176391 1.89563 0.566763
434364 Sector 2  174273 6.23049 0.59484
434364 Sector 3  136508 6.18898 0.720594
434364 Sector 4  148802 0.888833 0.707214
434364 Sector 5  188094 1.69151 0.534765
434364 Sector 6  146178 0.333703 1.17703
434364 Sector 7  274618 -0.255873 1.53609
434459 Sector 0  72898.1 1.88486 0.559616
434459 Sector 1  70492.1 1.8133 0.551053
434459 Sector 2  68256.5 6.19295 0.60569
434459 Sector 3  54989.8 6.1513 0.730553
434459 Sector 4  59965.3 0.800051 0.684454
434459 Sector 5  74113.3 1.61513 0.5385
434459 Sector 6  66652.2 0.27565 1.26271
434459 Sector 7  142129 -0.345698 1.55341
434460 Sector 0  84171.8 2.04462 0.545172
434460 Sector 1  78990.7 1.96855 0.572301
434460 Sector 2  78830.1 6.30066 0.587378
434460 Sector 3  63088.3 6.25094 0.71256
434460 Sector 4  67598.8 0.946265 0.695921
434460 Sector 5  84234.1 1.77006 0.535788
434460 Sector 6  66641.5 0.453607 1.26299
434460 Sector 7  110426 0.197775 1.39212
434461 Sector 0  110813 1.97149 0.553145
434461 Sector 1  105237 1.88514 0.565458
434461 Sector 2  103935 6.21696 0.595041
434461 Sector 3  83204.1 6.18022 0.709833
434461 Sector 4  90281.4 0.861219 0.695116
434461 Sector 5  111769 1.65793 0.535678
434461 Sector 6  83850.1 0.416904 1.2452
434461 Sector 7  148214 -7.67363e-05 1.71165
434462 Sector 0  139787 2.0695 0.54143
434462 Sector 1  130463 1.98379 0.571397
434462 Sector 2  130376 6.2882 0.589311
434462 Sector 3  101917 6.24175 0.716466
434462 Sector 4  109241 0.943439 0.716765
434462 Sector 5  139567 1.77449 0.5347
434462 Sector 6  103230 0.513356 1.23138
434462 Sector 7  159491 0.178302 1.91291
434463 Sector 0  226144 1.9541 0.558348
434463 Sector 1  212448 1.88234 0.5746
434463 Sector 2  212731 6.214 0.599758
434463 Sector 3  168202 6.17243 0.723845
434463 Sector 4  180005 0.851048 0.717792
434463 Sector 5  230529 1.66483 0.5356
434463 Sector 6  182648 0.328772 1.2161
434463 Sector 7  264744 -0.187894 2.24717
434464 Sector 0  13023.2 1.95711 0.55187
434464 Sector 1  12156 1.89007 0.570249
434464 Sector 2  12116.6 6.21385 0.595059
434464 Sector 3  10227.8 6.14685 0.753264
434464 Sector 4  10217.3 0.872601 0.720797
434464 Sector 5  13230.5 1.69593 0.531402
434464 Sector 6  10947.5 0.331125 1.20526
434464 Sector 7  15447.4 -0.274631 2.36191
434467 Sector 0  145594 1.86549 0.547773
434467 Sector 1  139703 1.79214 0.541488
434467 Sector 2  134717 6.15484 0.602011
434467 Sector 3  118323 6.09282 0.747985
434467 Sector 4  117696 0.77797 0.674636
434467 Sector 5  147751 1.59875 0.526777
434467 Sector 6  122394 0.246988 1.20342
434467 Sector 7  189105 -0.63919 2.07976
434526 Sector 0  12318.6 1.64969 0.551762
434526 Sector 1  11893.4 1.59124 0.552124
434526 Sector 2  11503.9 2.49622 0.597997
434526 Sector 3  9591.26 2.37371 0.711932
434526 Sector 4  9858.93 0.632728 0.720648
434526 Sector 5  12218.6 1.46787 0.554582
434526 Sector 6  11946.2 -0.254758 1.15267
434526 Sector 7  17131.7 -0.622105 1.78415
434527 Sector 0  27228.6 1.60368 0.543769
434527 Sector 1  25851.3 1.54914 0.557872
434527 Sector 2  25120.3 2.46205 0.606549
434527 Sector 3  21415.3 2.35469 0.72134
434527 Sector 4  21506.8 0.594421 0.727554
434527 Sector 5  26768.3 1.4443 0.556864
434527 Sector 6  24703.7 -0.245264 1.17753
434527 Sector 7  37366.2 -0.596286 1.75039
434528 Sector 0  16449.4 1.64685 0.547177
434528 Sector 1  15784.4 1.58669 0.550734
434528 Sector 2  15297.7 2.4799 0.594799
434528 Sector 3  12932.7 2.36087 0.701876
434528 Sector 4  13126.2 0.625469 0.710081
434528 Sector 5  16273.8 1.46069 0.55018
434528 Sector 6  15560.5 -0.27187 1.13584
434528 Sector 7  27242.3 -0.576208 1.63202
434529 Sector 0  40843.3 1.59955 0.537664
434529 Sector 1  38811.4 1.54554 0.55314
434529 Sector 2  37416.3 2.44926 0.599534
434529 Sector 3  31416.1 2.34213 0.711324
434529 Sector 4  31951.9 0.58748 0.722764
434529 Sector 5  39785 1.43838 0.553761
434529 Sector 6  38779.3 -0.290199 1.13937
434529 Sector 7  66209.9 -0.606345 1.54698
434533 Sector 0  185877 1.60977 0.529314
434533 Sector 1  177270 1.54766 0.541551
434533 Sector 2  171151 2.46235 0.586851
434533 Sector 3  142845 2.3528 0.684676
434533 Sector 4  147964 0.59341 0.693489
434533 Sector 5  184683 1.42102 0.530849
434533 Sector 6  186626 -0.256949 1.13055
434533 Sector 7  295959 -0.765487 1.58821
434534 Sector 0  233352 1.67711 0.531123
434534 Sector 1  222800 1.60815 0.536804
434534 Sector 2  216254 2.48675 0.58171
434534 Sector 3  176823 2.36585 0.681894
434534 Sector 4  185267 0.661605 0.691004
434534 Sector 5  231441 1.50934 0.533106
434534 Sector 6  203478 -0.152391 1.11609
434534 Sector 7  328495 -0.558111 1.55172
434587 Sector 0  77305.9 1.8901 0.558044
434587 Sector 1  75362.1 1.79761 0.546628
434587 Sector 2  72677.2 2.71717 0.595408
434587 Sector 3  59490.6 2.63683 0.719967
434587 Sector 4  62438.2 0.869965 0.717215
434587 Sector 5  77982.6 1.66346 0.542675
434587 Sector 6  94938.2 0.253852 1.098
434587 Sector 7  141805 -0.229415 1.59601
434590 Sector 0  139474 1.80778 0.528916
434590 Sector 1  133217 1.74039 0.54656
434590 Sector 2  127874 2.67617 0.594227
434590 Sector 3  108405 2.57964 0.700923
434590 Sector 4  112213 0.78157 0.677973
434590 Sector 5  138564 1.57453 0.532986
434590 Sector 6  148990 0.173936 1.11039
434590 Sector 7  261331 -0.295991 1.52213
434591 Sector 0  56640.1 1.96557 0.560089
434591 Sector 1  54531.6 1.85859 0.568147
434591 Sector 2  53339.4 2.74452 0.593304
434591 Sector 3  43546.3 2.64834 0.736633
434591 Sector 4  44687 0.884993 0.736606
434591 Sector 5  57939.5 1.7004 0.534953
434591 Sector 6  57134.3 0.34191 1.10565
434591 Sector 7  87147.1 0.148784 1.45383
434592 Sector 0  17133.3 1.76465 0.541564
434592 Sector 1  16519.6 1.66527 0.553613
434592 Sector 2  16047.1 2.5654 0.586094
434592 Sector 3  12598.5 2.47434 0.721482
434592 Sector 4  13217.6 0.661439 0.748246
434592 Sector 5  17327.4 1.50721 0.543058
434592 Sector 6  18162.2 -0.0605072 1.10424
434592 Sector 7  22348 -0.265629 1.71108
434612 Sector 0  127927 1.67008 0.547199
434612 Sector 1  122679 1.57571 0.554306
434612 Sector 2  119474 2.4653 0.600067
434612 Sector 3  104300 2.34689 0.719039
434612 Sector 4  103639 0.637271 0.703368
434612 Sector 5  127387 1.48445 0.551268
434612 Sector 6  172591 -0.106713 1.04564
434612 Sector 7  246819 -0.518228 1.49601
434613 Sector 0  158114 1.74509 0.542211
434613 Sector 1  151092 1.67489 0.551114
434613 Sector 2  147717 2.5449 0.584639
434613 Sector 3  125247 2.4547 0.718395
434613 Sector 4  128283 0.737196 0.690946
434613 Sector 5  158995 1.55172 0.5378
434613 Sector 6  183049 -0.023755 1.13667
434613 Sector 7  272544 -0.401517 1.61396
434614 Sector 0  13027.7 1.61561 0.534402
434614 Sector 1  12447.5 1.55626 0.552988
434614 Sector 2  12156.7 2.39901 0.578268
434614 Sector 3  9951.11 2.28154 0.714512
434614 Sector 4  10050.8 0.600837 0.739061
434614 Sector 5  12883 1.45765 0.54609
434614 Sector 6  17094.6 -0.246664 1.07356
434614 Sector 7  22617.3 -0.406942 1.45498
434615 Sector 0  195287 1.7438 0.535883
434615 Sector 1  186483 1.68046 0.543994
434615 Sector 2  181276 2.54924 0.580227
434615 Sector 3  154967 2.45827 0.72594
434615 Sector 4  156039 0.736135 0.690723
434615 Sector 5  196023 1.55821 0.529474
434615 Sector 6  253971 -0.0204939 1.05609
434615 Sector 7  329294 -0.394227 1.58151
434644 Sector 0  78755 1.60677 0.538843
434644 Sector 1  75124.6 1.54608 0.553341
434644 Sector 2  73462.8 2.37376 0.581063
434644 Sector 3  60212.1 2.2519 0.716349
434644 Sector 4  61329.7 0.59449 0.731086
434644 Sector 5  78373.5 1.44677 0.547701
434644 Sector 6  99514.8 -0.157395 1.08426
434644 Sector 7  91578 -0.39101 1.94702
434645 Sector 0  154338 1.69495 0.532229
434645 Sector 1  146989 1.64307 0.548487
434645 Sector 2  142743 2.49352 0.587827
434645 Sector 3  125392 2.37827 0.731168
434645 Sector 4  120126 0.685342 0.713915
434645 Sector 5  154055 1.52881 0.531088
434645 Sector 6  187610 -0.124319 1.0577
434645 Sector 7  199524 -0.548959 1.72845
434646 Sector 0  131236 1.69568 0.547602
434646 Sector 1  126112 1.6466 0.56004
434646 Sector 2  122726 2.53632 0.594358
434646 Sector 3  104979 2.44501 0.740864
434646 Sector 4  105850 0.696945 0.710965
434646 Sector 5  131362 1.52391 0.549566
434646 Sector 6  175426 0.0397619 1.09726
434646 Sector 7  204693 -0.568976 1.69991
434647 Sector 0  151927 1.71215 0.535493
434647 Sector 1  144823 1.65773 0.548578
434647 Sector 2  140920 2.4984 0.589027
434647 Sector 3  120969 2.38089 0.710259
434647 Sector 4  123698 0.745248 0.682274
434647 Sector 5  151491 1.56309 0.53564
434647 Sector 6  172231 -0.0192342 1.09735
434647 Sector 7  204781 -0.645816 1.78235
434648 Sector 0  187603 1.6075 0.532759
434648 Sector 1  179370 1.56328 0.54381
434648 Sector 2  175683 2.41112 0.57108
434648 Sector 3  151122 2.2928 0.717289
434648 Sector 4  149806 0.638739 0.697015
434648 Sector 5  186370 1.46259 0.541059
434648 Sector 6  234175 -0.121228 1.07787
434648 Sector 7  264779 -0.738039 1.75888
434649 Sector 0  223766 1.71616 0.535618
434649 Sector 1  214286 1.66136 0.547663
434649 Sector 2  208204 2.51542 0.587321
434649 Sector 3  166601 2.39568 0.698297
434649 Sector 4  176545 0.73172 0.708226
434649 Sector 5  226044 1.55521 0.532536
434649 Sector 6  260258 -0.0413582 1.06895
434649 Sector 7  276163 -0.504969 1.80653
434650 Sector 0  35361.9 1.61382 0.532078
434650 Sector 1  33581 1.54892 0.548366
434650 Sector 2  33079.6 2.40854 0.575089
434650 Sector 3  26030.8 2.30829 0.696266
434650 Sector 4  27501.1 0.618072 0.72115
434650 Sector 5  35087.3 1.45239 0.541141
434650 Sector 6  42227.4 -0.144241 1.05292
434650 Sector 7  44991.5 -0.575454 1.86272
434689 Sector 0  126160 1.6786 0.549901
434689 Sector 1  121142 1.57811 0.555506
434689 Sector 2  117235 2.45683 0.605435
434689 Sector 3  96567 2.34288 0.688833
434689 Sector 4  102549 0.67219 0.70525
434689 Sector 5  126685 1.48882 0.551234
434689 Sector 6  148092 -0.0554181 1.0919
434689 Sector 7  183381 -0.720252 1.81158
434690 Sector 0  10768.5 1.66569 0.544418
434690 Sector 1  10443.8 1.58629 0.542035
434690 Sector 2  10149.8 2.41372 0.579612
434690 Sector 3  8168.31 2.32275 0.684898
434690 Sector 4  8744.65 0.698496 0.700071
434690 Sector 5  10865 1.51714 0.542134
434690 Sector 6  11507 -0.0516027 1.09897
434690 Sector 7  15595.9 -0.663669 1.76171
434692 Sector 0  133896 1.54469 0.54133
434692 Sector 1  127319 1.47844 0.555608
434692 Sector 2  125174 2.33226 0.581369
434692 Sector 3  102924 2.23129 0.666533
434692 Sector 4  110206 0.615487 0.680121
434692 Sector 5  134766 1.41624 0.536559
434692 Sector 6  132015 -0.248264 1.12943
434692 Sector 7  210316 -0.790706 1.64696
434693 Sector 0  188569 1.65057 0.538739
434693 Sector 1  180970 1.57787 0.54239
434693 Sector 2  178079 2.40598 0.569521
434693 Sector 3  142907 2.29548 0.670363
434693 Sector 4  150508 0.679863 0.697153
434693 Sector 5  190572 1.50476 0.533698
434693 Sector 6  207410 -0.208891 1.09246
434693 Sector 7  283346 -0.655843 1.74337
434694 Sector 0  15370.1 1.45085 0.556257
434694 Sector 1  14771 1.37518 0.560419
434694 Sector 2  14525.5 2.19488 0.590027
434694 Sector 3  11751.9 2.07158 0.684382
434694 Sector 4  12313.7 0.486424 0.718524
434694 Sector 5  15574.1 1.33277 0.548191
434694 Sector 6  15510.4 -0.557588 1.06637
434694 Sector 7  18064.1 -0.819414 1.92714
434697 Sector 0  16107.5 1.44833 0.5601
434697 Sector 1  15574.7 1.37463 0.558188
434697 Sector 2  15210.6 2.19207 0.589496
434697 Sector 3  12238.2 2.06627 0.68447
434697 Sector 4  12758.6 0.450039 0.720496
434697 Sector 5  16653.3 1.27644 0.52399
434697 Sector 6  17511 -0.464558 1.06633
434697 Sector 7  24970.2 -0.697723 1.54351
434698 Sector 0  61503.2 1.67317 0.540664
434698 Sector 1  59081.2 1.59427 0.545138
434698 Sector 2  57185.7 2.42111 0.58182
434698 Sector 3  45492.9 2.32609 0.695601
434698 Sector 4  48255.3 0.693494 0.72326
434698 Sector 5  62144.2 1.52754 0.536104
434698 Sector 6  62143.4 -0.100994 1.0795
434698 Sector 7  95478.4 -0.438867 1.54217
434699 Sector 0  22779.1 1.57939 0.561052
434699 Sector 1  21737.7 1.52185 0.57526
434699 Sector 2  21567.7 2.3501 0.595848
434699 Sector 3  17448.5 2.24151 0.696882
434699 Sector 4  18281.3 0.609602 0.735938
434699 Sector 5  22961.5 1.42668 0.555036
434699 Sector 6  30417.1 -0.106477 1.07224
434699 Sector 7  44655.3 -0.646062 1.57377
434700 Sector 0  12192 1.71504 0.546414
434700 Sector 1  11651.3 1.65075 0.561774
434700 Sector 2  11391.1 2.47007 0.601542
434700 Sector 3  9242.66 2.3493 0.691944
434700 Sector 4  9776.01 0.736317 0.70935
434700 Sector 5  12196.8 1.54667 0.546212
434700 Sector 6  13544.6 0.0191264 1.08473
434700 Sector 7  20283.1 -0.479656 1.67608
434701 Sector 0  74418.1 1.67692 0.547061
434701 Sector 1  71447.6 1.60171 0.552241
434701 Sector 2  68200.5 2.44951 0.610571
434701 Sector 3  56539.5 2.34432 0.689672
434701 Sector 4  59712.4 0.697834 0.709245
434701 Sector 5  75312.2 1.5345 0.542283
434701 Sector 6  80713.6 -0.0106326 1.113
434701 Sector 7  118336 -0.629325 1.72337
434703 Sector 0  9697.61 1.55553 0.54583
434703 Sector 1  9278.69 1.49954 0.558475
434703 Sector 2  9119.52 2.28869 0.582338
434703 Sector 3  7346.63 2.19339 0.691658
434703 Sector 4  7760.82 0.595189 0.714232
434703 Sector 5  9824.81 1.42677 0.537047
434703 Sector 6  9658.19 -0.29931 1.10921
434703 Sector 7  12548.6 -0.896524 1.80474
434704 Sector 0  45773.8 1.66604 0.542719
434704 Sector 1  43872.5 1.59927 0.550019
434704 Sector 2  42770.3 2.39118 0.583799
434704 Sector 3  34393.9 2.28603 0.688897
434704 Sector 4  36417.5 0.678364 0.720749
434704 Sector 5  46217.3 1.52218 0.536483
434704 Sector 6  45229.8 -0.0655867 1.09352
434704 Sector 7  60442.7 -0.459417 1.8016
434705 Sector 0  44541.5 1.56946 0.540215
434705 Sector 1  42434.4 1.523 0.554963
434705 Sector 2  41431.6 2.3039 0.577513
434705 Sector 3  32893.4 2.20416 0.692022
434705 Sector 4  34847.1 0.611521 0.721332
434705 Sector 5  44188.8 1.45137 0.547223
434705 Sector 6  46271.8 -0.279009 1.1179
434705 Sector 7  69389.7 -0.706787 1.62294
434706 Sector 0  55345.2 1.66158 0.545955
434706 Sector 1  53038.1 1.6016 0.552532
434706 Sector 2  51482.4 2.37267 0.58859
434706 Sector 3  40944.8 2.25441 0.700452
434706 Sector 4  43263.5 0.666015 0.735904
434706 Sector 5  56045.9 1.51013 0.541379
434706 Sector 6  55662 -0.0900867 1.08506
434706 Sector 7  62080.3 -0.380186 1.89481
434707 Sector 0  42231.7 1.53505 0.54787
434707 Sector 1  40456.1 1.48092 0.56008
434707 Sector 2  39448 2.25802 0.587327
434707 Sector 3  31663.6 2.16128 0.701096
434707 Sector 4  33238.4 0.580941 0.726911
434707 Sector 5  42735.2 1.41858 0.538731
434707 Sector 6  40338.2 -0.289551 1.1189
434707 Sector 7  58003.9 -0.61404 1.62231
434708 Sector 0  234661 1.67014 0.535148
434708 Sector 1  225704 1.60485 0.539515
434708 Sector 2  219764 2.3885 0.574181
434708 Sector 3  177571 2.27461 0.671605
434708 Sector 4  186788 0.696199 0.696914
434708 Sector 5  237274 1.53111 0.530974
434708 Sector 6  198003 -0.0821161 1.10804
434708 Sector 7  311619 -0.627333 1.66927
434709 Sector 0  15160 1.58158 0.53563
434709 Sector 1  14396 1.52938 0.552767
434709 Sector 2  13993 2.30248 0.578922
434709 Sector 3  11206.5 2.20739 0.695578
434709 Sector 4  11808 0.625437 0.724906
434709 Sector 5  15153.2 1.47682 0.539696
434709 Sector 6  14624.7 -0.155233 1.0965
434709 Sector 7  20252.6 -0.526895 1.90734
434710 Sector 0  110570 1.70527 0.530941
434710 Sector 1  104952 1.65938 0.544887
434710 Sector 2  101211 2.45714 0.594022
434710 Sector 3  82096.7 2.33739 0.68329
434710 Sector 4  87173.6 0.742175 0.696187
434710 Sector 5  111551 1.56521 0.528115
434710 Sector 6  104071 -0.0194107 1.08788
434710 Sector 7  173641 -0.589234 1.6441
434711 Sector 0  52220.6 1.70292 0.534865
434711 Sector 1  49679 1.64963 0.549216
434711 Sector 2  47614 2.45462 0.598789
434711 Sector 3  38201.5 2.35345 0.697302
434711 Sector 4  40391.6 0.737325 0.716112
434711 Sector 5  52804.7 1.58663 0.527128
434711 Sector 6  54016.3 -0.0754689 1.05204
434711 Sector 7  100801 -0.660309 1.48546
434712 Sector 0  42079.1 1.74983 0.533852
434712 Sector 1  40168 1.69062 0.542527
434712 Sector 2  38643 2.47319 0.58975
434712 Sector 3  30778.7 2.35963 0.692653
434712 Sector 4  32681.3 0.76528 0.712559
434712 Sector 5  42504.1 1.5955 0.524019
434712 Sector 6  42839.6 0.0415502 1.1038
434712 Sector 7  56222.2 -0.39013 2.08936
434759 Sector 0  115468 1.659 0.553234
434759 Sector 1  111508 1.57119 0.554973
434759 Sector 2  108018 2.37166 0.590814
434759 Sector 3  89013.6 2.26877 0.693637
434759 Sector 4  93807.9 0.696808 0.699786
434759 Sector 5  116387 1.52365 0.548526
434759 Sector 6  104385 0.000348677 1.13258
434759 Sector 7  203432 -0.530362 1.60592
434760 Sector 0  92358.4 1.7455 0.544548
434760 Sector 1  88494.4 1.66763 0.551124
434760 Sector 2  85860.1 2.47 0.59975
434760 Sector 3  70540.9 2.34467 0.693908
434760 Sector 4  74493.1 0.782887 0.690743
434760 Sector 5  93312.5 1.58863 0.535431
434760 Sector 6  77912.7 0.0923027 1.19222
434760 Sector 7  119891 -0.537078 1.87483
434761 Sector 0  25972.2 1.57104 0.545535
434761 Sector 1  24911.8 1.49716 0.560494
434761 Sector 2  24460.6 2.26769 0.582681
434761 Sector 3  19915.8 2.16537 0.707562
434761 Sector 4  20515.3 0.60861 0.7182
434761 Sector 5  26031.3 1.44715 0.549729
434761 Sector 6  24682 -0.228786 1.1547
434761 Sector 7  29100.7 -0.596301 2.08646
434762 Sector 0  174308 1.63557 0.539896
434762 Sector 1  167886 1.56359 0.542671
434762 Sector 2  164074 2.34236 0.575946
434762 Sector 3  138109 2.21686 0.694923
434762 Sector 4  140771 0.697039 0.68372
434762 Sector 5  175172 1.51574 0.533603
434762 Sector 6  158929 -0.155773 1.13169
434762 Sector 7  248679 -0.667404 1.78601
434765 Sector 0  220224 1.57076 0.537976
434765 Sector 1  209401 1.49409 0.552166
434765 Sector 2  205103 2.27222 0.579721
434765 Sector 3  174625 2.17661 0.721345
434765 Sector 4  173866 0.62856 0.704167
434765 Sector 5  219900 1.45997 0.542021
434765 Sector 6  190072 -0.205026 1.14793
434765 Sector 7  303491 -0.603202 1.60437
434767 Sector 0  57262.3 1.67832 0.545237
434767 Sector 1  55300.8 1.60662 0.545795
434767 Sector 2  54005.8 2.42056 0.574753
434767 Sector 3  44256.7 2.30714 0.670814
434767 Sector 4  46920 0.746576 0.679003
434767 Sector 5  57821.6 1.54811 0.540632
434767 Sector 6  63793 -0.0021418 1.10198
434767 Sector 7  137498 -0.528084 1.44682
434768 Sector 0  52985.8 1.60849 0.540318
434768 Sector 1  51030.6 1.51852 0.552372
434768 Sector 2  49540.2 2.34069 0.583204
434768 Sector 3  41183.7 2.23795 0.693091
434768 Sector 4  42861.4 0.644586 0.693241
434768 Sector 5  52823.1 1.48052 0.545438
434768 Sector 6  50501.4 -0.102009 1.1306
434768 Sector 7  92596 -0.614855 1.55795
434769 Sector 0  38713.1 1.57487 0.543026
434769 Sector 1  36781.2 1.49761 0.5555
434769 Sector 2  36062.2 2.30692 0.576211
434769 Sector 3  29289.5 2.21136 0.683627
434769 Sector 4  31292.9 0.629899 0.687859
434769 Sector 5  38366 1.46103 0.545361
434769 Sector 6  33717.1 -0.0615597 1.13662
434769 Sector 7  67501.5 -0.5149 1.51724
434773 Sector 0  167230 1.65982 0.538092
434773 Sector 1  161148 1.58816 0.539185
434773 Sector 2  157056 2.39297 0.570688
434773 Sector 3  130016 2.27572 0.685792
434773 Sector 4  135013 0.697435 0.68429
434773 Sector 5  168431 1.5263 0.532128
434773 Sector 6  143565 -0.0539067 1.12802
434773 Sector 7  249401 -0.60402 1.63073
434774 Sector 0  42843.9 1.53246 0.544982
434774 Sector 1  40582.7 1.46579 0.563814
434774 Sector 2  40039.3 2.2576 0.582985
434774 Sector 3  34166 2.1633 0.73696
434774 Sector 4  33685.2 0.579532 0.725222
434774 Sector 5  43617.9 1.41979 0.535863
434774 Sector 6  37176.3 -0.151516 1.12208
434774 Sector 7  67457.1 -0.390908 1.45497
434775 Sector 0  149901 1.63538 0.541447
434775 Sector 1  145061 1.56633 0.542993
434775 Sector 2  140929 2.36056 0.575079
434775 Sector 3  115333 2.24613 0.694727
434775 Sector 4  118575 0.668479 0.704018
434775 Sector 5  151478 1.50596 0.535332
434775 Sector 6  126059 -0.0811982 1.12908
434775 Sector 7  187928 -0.510619 1.70529
434779 Sector 0  22496.4 1.50827 0.548391
434779 Sector 1  21506 1.44883 0.560407
434779 Sector 2  21222.9 2.24835 0.580267
434779 Sector 3  17130.8 2.14433 0.707913
434779 Sector 4  17856 0.548471 0.716689
434779 Sector 5  22710 1.37424 0.540006
434779 Sector 6  21292.5 -0.223364 1.12212
434779 Sector 7  36842.9 -0.570408 1.53281
434816 Sector 0  35410.6 1.59791 0.553939
434816 Sector 1  34111.4 1.53735 0.562063
434816 Sector 2  33538.9 2.35675 0.589613
434816 Sector 3  30835.4 2.24621 0.761362
434816 Sector 4  28799.3 0.654528 0.709969
434816 Sector 5  35766.4 1.48585 0.552204
434816 Sector 6  42212 -0.123641 1.1094
434816 Sector 7  72322.3 -0.559118 1.48467
434821 Sector 0  104695 1.59619 0.54158
434821 Sector 1  100083 1.51197 0.556387
434821 Sector 2  97922.1 2.35184 0.585283
434821 Sector 3  81898.6 2.24555 0.690648
434821 Sector 4  85598.5 0.642645 0.690268
434821 Sector 5  104750 1.47164 0.546891
434821 Sector 6  92040 -0.051777 1.1389
434821 Sector 7  195112 -0.493237 1.44031
434823 Sector 0  240630 1.54221 0.550201
434823 Sector 1  233399 1.48493 0.556838
434823 Sector 2  230399 2.29872 0.573834
434823 Sector 3  188821 2.19174 0.705762
434823 Sector 4  193170 0.608019 0.711419
434823 Sector 5  247150 1.42325 0.534715
434823 Sector 6  213777 -0.068831 1.12349
434823 Sector 7  364717 -0.480569 1.48465
434824 Sector 0  31127 1.67138 0.545771
434824 Sector 1  30144.7 1.59933 0.549146
434824 Sector 2  29508.8 2.4155 0.578669
434824 Sector 3  23985.3 2.31548 0.72375
434824 Sector 4  24565.5 0.714809 0.719824
434824 Sector 5  31791.9 1.54967 0.534084
434824 Sector 6  32170.2 0.0145842 1.08985
434824 Sector 7  44571 -0.110343 1.63841
434903 Sector 0  117311 1.52378 0.556691
434903 Sector 1  112742 1.47555 0.56762
434903 Sector 2  112498 2.29096 0.577158
434903 Sector 3  98448.6 2.19344 0.714818
434903 Sector 4  96588.3 0.609099 0.694931
434903 Sector 5  118968 1.40814 0.543632
434903 Sector 6  124546 -0.077421 1.08831
434903 Sector 7  186133 -0.664861 1.65684
434904 Sector 0  31706.9 1.60672 0.551874
434904 Sector 1  31148.2 1.55084 0.554079
434904 Sector 2  30594.2 2.3726 0.582275
434904 Sector 3  26523.2 2.27308 0.719631
434904 Sector 4  25927.9 0.675042 0.708457
434904 Sector 5  32397.6 1.50822 0.543108
434904 Sector 6  31738.6 -0.0314437 1.10023
434904 Sector 7  42587.9 -0.383615 1.83706
434905 Sector 0  17879.8 1.51154 0.559247
434905 Sector 1  17398.6 1.45838 0.565591
434905 Sector 2  17388.4 2.26456 0.576368
434905 Sector 3  15536.7 2.17066 0.757114
434905 Sector 4  14399 0.574191 0.718657
434905 Sector 5  18323.7 1.39398 0.542186
434905 Sector 6  20449.3 -0.151865 1.08481
434905 Sector 7  24912.1 -0.56912 1.83094
434909 Sector 0  68694.9 1.54232 0.57169
434909 Sector 1  67235.3 1.47472 0.572901
434909 Sector 2  67537 2.30254 0.582309
434909 Sector 3  55646.9 2.19714 0.707005
434909 Sector 4  57238.3 0.622447 0.710475
434909 Sector 5  70641.2 1.44219 0.562129
434909 Sector 6  79425.7 -0.209262 1.10775
434909 Sector 7  90964 -0.69672 2.09976
434910 Sector 0  66186.3 1.51092 0.566535
434910 Sector 1  66085 1.42821 0.551713
434910 Sector 2  65097.6 2.28434 0.576219
434910 Sector 3  53364.2 2.18682 0.68733
434910 Sector 4  55861.8 0.596119 0.690986
434910 Sector 5  69109.2 1.40427 0.541303
434910 Sector 6  73307.1 -0.172368 1.13355
434910 Sector 7  122733 -0.701711 1.57172
434911 Sector 0  134757 1.69856 0.547044
434911 Sector 1  133167 1.60849 0.539269
434911 Sector 2  127456 2.4618 0.592602
434911 Sector 3  115668 2.34808 0.725156
434911 Sector 4  112729 0.760206 0.663628
434911 Sector 5  139036 1.55974 0.529787
